,nama_motor,lokasi,harga,kapasitas_mesin,tahun,transmisi,kilometer,merk
2866,Kawasaki Ninja 250,1,37500000.0,250,2016.0,3,4,3
2867,Kawasaki Ninja 250 Abs Fi,5,55500000.0,250,2018.0,3,4,3
2868,Kawasaki Klx 150 G,4,24000000.0,150,2019.0,3,3,3
2869,Yamaha Nmax Abs,1,23500000.0,125,2019.0,3,4,3
2870,Yamaha Aerox 155 Vva,1,23500000.0,125,2018.0,3,5,3
2871,Kawasaki W 175 Cafe,5,24500000.0,175,2019.0,3,2,3
2872,Kawasaki Ninja 250 Abs Se,1,38500000.0,250,2016.0,3,4,3
2873,Yamaha Nmax Abs,2,24500000.0,125,2018.0,3,5,3
2874,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2875,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,3,4,3
2876,Kawasaki Ninja Zx 25 R,4,120500000.0,250,2021.0,3,3,3
2877,Kawasaki Ninja 250 Fi,5,36100000.0,250,2015.0,3,5,3
2878,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2879,Yamaha Nmax Abs,1,23500000.0,155,2019.0,3,4,3
2880,Kawasaki D-tracker 150 Se,11,27500000.0,150,2017.0,3,4,3
2881,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,3,5,3
2882,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2883,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,3,5,3
2884,Kawasaki Klx 150 G,4,23800000.0,150,2019.0,3,3,3
2885,Yamaha Nmax Abs,2,23500000.0,155,2018.0,3,4,3
2886,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2887,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,4,3
2888,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2889,Kawasaki Ninja 250 Fi,13,50000000.0,250,2018.0,3,1,3
2890,Kawasaki D-tracker 150,1,19500000.0,150,2015.0,3,4,3
2891,Yamaha Aerox 155 Vva,2,23500000.0,155,2019.0,3,5,3
2892,Yamaha Nmax Abs,1,24500000.0,155,2018.0,3,5,3
2893,Kawasaki Klx 150,1,23500000.0,150,2017.0,3,4,3
2894,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,4,3
2895,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2896,Kawasaki W 175 Cafe,3,21500000.0,175,2018.0,3,4,3
2897,Yamaha Nmax Abs,2,23500000.0,155,2018.0,3,4,3
2898,Yamaha Nmax Abs,2,23500000.0,125,2018.0,3,4,3
2899,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2900,Kawasaki D Tracker 150,1,27500000.0,150,2019.0,3,4,3
2901,Kawasaki Z 800,1,246000000.0,900,2017.0,3,3,3
2902,Yamaha Nmax Abs,2,24500000.0,125,2019.0,3,5,3
2903,Kawasaki Ninja 250 Fi,2,44000000.0,250,2017.0,3,4,3
2904,Kawasaki D-tracker 150,1,19500000.0,150,2015.0,3,4,3
2905,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2906,Yamaha Nmax Abs,1,23500000.0,155,2019.0,3,4,3
2907,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2908,Yamaha Nmax Abs,1,24500000.0,155,2018.0,3,5,3
2909,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,3,4,3
2910,Kawasaki Ninja 250 Abs Se,9,42500000.0,250,2016.0,3,5,3
2911,Kawasaki Klx 150 Bf Se,5,30700000.0,125,2019.0,3,4,3
2912,Yamaha Aerox 155 Vva,1,23500000.0,125,2019.0,3,5,3
2913,Yamaha Nmax Abs,1,24500000.0,125,2018.0,3,4,3
2914,Yamaha Nmax Abs,1,23500000.0,125,2018.0,3,4,3
2915,Kawasaki W175 Se,5,23600000.0,175,2018.0,3,4,3
2916,Kawasaki W 175 Cafe,6,22500000.0,150,2019.0,3,2,3
2917,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2918,Kawasaki W 175 Cafe,6,22500000.0,150,2019.0,3,2,3
2919,Yamaha Nmax Abs,2,23500000.0,125,2019.0,3,5,3
2920,Kawasaki Ninja 250,1,37500000.0,250,2016.0,3,4,3
2921,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
2922,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2923,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
2924,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
2925,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
2926,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
2927,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
2928,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
2929,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
2930,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
2931,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
2932,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
2933,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
2934,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
2935,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
2936,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
2937,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
2938,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
2939,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
2940,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
2941,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
2942,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
2943,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
2944,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
2945,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
2946,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
2947,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
2948,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
2949,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2950,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2951,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
2952,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
2953,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
2954,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
2955,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2956,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
2957,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
2958,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
2959,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2960,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
2961,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
2962,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
2963,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
2964,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
2965,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
2966,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
2967,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2968,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
2969,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
2970,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
2971,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
2972,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
2973,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
2974,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
2975,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
2976,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2977,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
2978,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
2979,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
2980,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
2981,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
2982,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
2983,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
2984,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
2985,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
2986,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
2987,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
2988,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
2989,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
2990,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
2991,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
2992,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
2993,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
2994,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
2995,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
2996,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
2997,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
2998,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
2999,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3000,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3001,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3002,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3003,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
3004,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3005,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
3006,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3007,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3008,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3009,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3010,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3011,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
3012,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3013,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3014,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3015,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3016,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
3017,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3018,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3019,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3020,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
3021,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3022,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3023,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3024,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3025,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
3026,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3027,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3028,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
3029,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3030,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3031,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3032,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3033,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3034,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3035,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3036,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
3037,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3038,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3039,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
3040,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3041,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3042,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3043,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3044,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3045,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
3046,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3047,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3048,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3049,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3050,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3051,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3052,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3053,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3054,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3055,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3056,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3057,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3058,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3059,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3060,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3061,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3062,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3063,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3064,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3065,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3066,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3067,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3068,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3069,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3070,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3071,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3072,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3073,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
3074,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3075,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3076,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3077,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3078,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3079,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
3080,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3081,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3082,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3083,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
3084,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3085,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3086,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3087,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3088,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3089,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3090,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
3091,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3092,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3093,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3094,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3095,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3096,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3097,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3098,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3099,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3100,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3101,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3102,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3103,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3104,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3105,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
3106,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3107,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3108,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3109,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3110,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3111,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3112,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3113,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3114,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3115,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3116,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3117,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3118,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3119,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3120,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3121,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3122,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3123,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3124,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3125,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3126,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
3127,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3128,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3129,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
3130,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3131,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3132,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
3133,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3134,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3135,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3136,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3137,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3138,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3139,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3140,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3141,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3142,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3143,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3144,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3145,Suzuki Gsx R150,8,16900000.0,150,2017.0,4,5,4
3146,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3147,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3148,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3149,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3150,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3151,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3152,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3153,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3154,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3155,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3156,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3157,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
3158,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3159,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3160,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3161,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3162,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3163,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3164,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3165,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3166,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3167,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3168,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3169,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3170,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
3171,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3172,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3173,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3174,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3175,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3176,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3177,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3178,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
3179,Yamaha Nmax Abs,1,23500000.0,125,2019.0,4,5,4
3180,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3181,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3182,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3183,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3184,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3185,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3186,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3187,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3188,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
3189,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3190,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3191,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3192,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3193,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3194,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3195,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3196,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3197,Suzuki Gsx R150,6,15500000.0,150,2017.0,4,2,4
3198,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3199,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3200,Yamaha Aerox 155 Vva,2,24500000.0,125,2019.0,4,5,4
3201,Suzuki Gsx R150,1,15500000.0,150,2017.0,4,4,4
3202,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3203,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3204,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3205,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3206,Yamaha Nmax Abs,2,24500000.0,155,2018.0,4,4,4
3207,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3208,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3209,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3210,Suzuki Gsx 150 Bandit,1,18500000.0,150,2018.0,4,5,4
3211,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3212,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3213,Yamaha Aerox 155 Vva,2,23500000.0,125,2019.0,4,4,4
3214,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3215,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3216,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3217,Suzuki Satria Fu 150,3,10500000.0,150,2015.0,4,5,4
3218,Yamaha Aerox 155 Vva,1,24500000.0,125,2019.0,4,4,4
3219,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
3220,Suzuki Satria F 150,7,12500000.0,150,2017.0,4,4,4
3221,Suzuki Gsx R150,4,16500000.0,150,2018.0,4,3,4
3222,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3223,Suzuki Satria Fu 150 Mfx,3,11850000.0,150,2017.0,4,5,4
3224,Suzuki Gsx R150,2,17500000.0,150,2019.0,4,4,4
3225,Yamaha Aerox 155 Vva,2,23500000.0,155,2018.0,4,5,4
3226,Suzuki Gsx R150,1,18500000.0,150,2018.0,4,5,4
3227,Suzuki Satria F150 Fighter,1,9850000.0,150,2015.0,4,5,4
3228,Yamaha Nmax Abs,2,23500000.0,155,2018.0,4,4,4
3229,Yamaha Nmax Abs,1,24500000.0,125,2018.0,4,4,4
3230,Yamaha Nmax Abs,2,24500000.0,125,2018.0,4,5,4
3231,Suzuki Gsx R150,2,23500000.0,150,2021.0,4,2,4
